physician_id,specialty_description,state,total_patients,total_prescriptions,total_drug_cost_usd,unique_drugs_prescribed
1498967152,Cardiothoracic Surgery,IN,168,412,79904.41,30
1256269664,Cardiothoracic Surgery,SD,75,227,13158.71,44
1515062252,Cardiothoracic Surgery,TN,160,363,34155.63,47
1692283210,Urology,AZ,345,771,76882.47,34
1644083832,Psychiatry,AL,151,379,59376.32,32
1164303137,Cardiology,NC,211,887,93747.0,43
1533160398,Obstetrics and Gynecology,SC,335,1076,106504.31,38
1154671014,Plastic Surgery,ND,399,970,112286.89,46
1565368486,Physical Medicine,NC,118,511,67553.41,47
1172251203,Pediatrics,MO,269,1159,134419.91,32
1254566722,Pediatrics,WI,200,465,50026.3,40
1336478266,Dermatology,AZ,255,520,53352.07,41
1711275724,Radiology,NE,177,618,83570.92,11
1100608789,Neurology,HI,119,348,110988.55,19
1335250877,Otolaryngology,HI,352,844,126948.21,36
1762282187,Family Medicine,MS,735,2676,517748.64,66
1699758448,Gastroenterology,WV,269,1132,112045.31,24
1816993102,Rheumatology,VA,366,1606,694058.81,30
1342879209,Vascular Surgery,AK,322,1188,117876.98,47
1422733449,Urology,WA,307,669,92826.38,31
1214350071,Vascular Surgery,GA,384,1068,178912.93,30
1598589414,Cardiothoracic Surgery,GA,75,333,41916.89,41
1897278608,Pathology,NE,390,1232,76592.68,10
1769003588,Urology,TX,133,626,118263.09,18
1567747088,Pathology,NV,178,614,120806.83,15
1497692607,Orthopedics,MD,220,814,162531.2,40
1731814631,Radiology,MT,320,1591,147915.49,24
1963856991,Psychiatry,MI,181,740,102872.51,20
1208082677,Neurology,CO,104,262,78597.36,20
1952110109,Plastic Surgery,VT,177,968,48703.07,26
1135094854,Pediatrics,ME,287,1255,235579.23,37
1815174578,Pulmonology,CO,120,309,29807.72,21
1141813915,Pulmonology,CO,120,498,86260.8,27
1947765006,Psychiatry,MT,351,834,115930.61,48
1176969365,Vascular Surgery,SC,245,608,72565.09,31
1269000566,Nephrology,WY,363,848,119544.71,33
1134395963,Pathology,MI,183,811,139119.44,16
1646401315,Surgery,ME,152,526,99716.22,34
1815386249,Obstetrics and Gynecology,IN,223,806,125321.06,17
1185312145,Dermatology,PA,160,402,100378.75,23
1260338451,Family Medicine,CA,444,2085,319336.25,67
1356897080,Infectious Disease,NM,322,1105,209376.49,50
1883166300,Pulmonology,MD,207,1062,157629.74,38
1268073839,Pathology,IL,276,615,33644.76,13
1518285868,Psychiatry,NY,337,1450,158954.0,35
1582767472,Pediatrics,MA,316,1360,263445.28,26
1107987240,Neurosurgery,HI,114,393,48352.41,36
1259093942,Dermatology,FL,222,842,138265.49,32
1317170067,Family Medicine,ID,513,1095,56265.23,53
1863822586,Obstetrics and Gynecology,SC,290,922,60565.8,47
1316587933,Radiology,GA,270,1182,211183.35,21
1393610444,Oncology,MT,370,2026,738198.07,27
1567010757,Physical Medicine,WA,120,431,68040.28,50
1411592665,Gastroenterology,WI,333,717,71621.71,41
1732777814,Nephrology,CA,342,1676,188695.42,44
1753651567,Pulmonology,IA,261,1284,107130.45,31
1422425880,Cardiothoracic Surgery,TN,59,286,42975.74,31
1523926776,Internal Medicine,AL,571,1600,133232.23,58
1356602785,Pathology,AL,320,693,42561.19,13
1674728504,Vascular Surgery,OH,313,643,115921.25,34
1925601009,Endocrinology,TX,126,471,64539.45,49
1810053209,Gastroenterology,ME,159,793,149753.59,39
1702105788,Family Medicine,MI,390,1524,121978.77,73
1561172638,Neurology,MI,225,1195,187903.97,23
1904673125,Family Medicine,KY,386,1660,250280.91,56
1273797429,Cardiothoracic Surgery,NV,102,464,48355.5,33
1432314956,Gastroenterology,VT,380,1609,98847.09,24
1230396153,Neurosurgery,AL,111,247,40891.08,32
1292168084,Orthopedics,WI,331,1053,131698.14,49
1599609090,Oncology,DE,346,1500,371107.8,20
1482530255,Plastic Surgery,CO,280,732,125164.89,49
1368731717,Family Medicine,AK,766,3982,679553.39,80
1923005855,Neurology,CA,183,459,94608.59,49
1308488923,Urology,WI,279,587,104501.22,42
1211206782,Plastic Surgery,NC,306,839,65879.58,45
1930499979,Pulmonology,WV,134,725,117230.82,46
1698565719,Physical Medicine,NJ,298,932,98168.14,17
1139062171,Otolaryngology,IL,101,403,21184.98,38
1796554388,Obstetrics and Gynecology,NE,103,555,99512.07,20
1243966889,Vascular Surgery,CT,366,1451,97904.9,23
1608341388,Urology,OK,382,1734,175316.94,17
1944118078,Vascular Surgery,SD,262,749,97791.11,42
1415090954,Dermatology,CT,128,676,130481.54,23
1847224210,Internal Medicine,MO,378,1127,199998.04,34
1670116459,Anesthesiology,CA,355,1093,103805.51,5
1128075963,Surgery,MA,97,435,78485.19,48
1747365830,Endocrinology,CT,285,683,134001.77,36
1441784608,Cardiothoracic Surgery,DE,96,385,52873.68,20
1348592047,Dermatology,LA,259,1280,222125.35,49
1185537642,Plastic Surgery,VA,381,2009,362715.03,49
1419122939,Oral Surgery,OK,252,592,65444.1,17
1434891694,Oral Surgery,NE,147,632,57105.77,18
1246986276,Neurology,CT,102,242,76699.96,45
1969194628,Anesthesiology,MT,377,895,66069.83,22
1952666025,Emergency Medicine,CO,471,1219,179525.62,21
1777358085,Plastic Surgery,AK,340,939,146694.55,25
1892272930,Vascular Surgery,UT,360,1020,113410.3,48
1393469118,Pulmonology,WA,196,729,62465.64,42
1326567597,Endocrinology,TX,298,796,102817.07,37
1246254923,Pathology,PA,310,1608,149784.26,12
1761838191,Neurosurgery,DE,157,454,63917.93,15
1223062323,Pathology,PA,197,908,139555.05,23
1297952816,Vascular Surgery,TN,397,960,144627.42,23
1863503662,Dermatology,IA,227,1045,213507.0,40
1242766935,Radiology,LA,157,629,92952.33,8
1991174263,Infectious Disease,AL,311,738,59741.11,24
1257826680,Family Medicine,TN,702,1706,179664.87,56
1506652481,Rheumatology,ND,240,852,187901.89,24
1322029909,Pathology,MN,196,988,176572.43,12
1626040433,Urology,LA,323,701,35371.48,44
1270300931,Dermatology,AR,334,1280,146755.56,22
1408389322,Pediatrics,ME,243,636,105167.71,45
1943633823,Physical Medicine,ND,133,539,55073.1,29
1582478452,Radiology,VT,241,1190,231486.21,13
1272290781,Urology,IA,324,1674,88005.3,30
1792800081,Urology,MO,212,1155,153340.09,24
1217923052,Internal Medicine,WA,489,1871,287172.64,47
1806837607,Oncology,MD,306,633,220603.38,21
1359014195,Cardiothoracic Surgery,ME,114,551,90176.96,50
1758841666,Pulmonology,ND,193,809,159063.77,15
1260090934,Cardiology,MA,383,1328,134386.21,45
1307682220,Psychiatry,CT,256,1157,131582.49,32
1729419251,Radiology,SD,305,1325,257179.98,23
1705614022,Anesthesiology,CT,294,1073,85239.45,12
1448660139,Dermatology,MI,282,1029,124507.37,36
1629516369,Emergency Medicine,NV,790,3135,481095.2,21
1706834809,Cardiothoracic Surgery,FL,109,374,21161.49,44
1542768047,Gastroenterology,WV,137,323,64104.58,50
1573822048,Infectious Disease,FL,213,976,80784.07,21
1139315985,Internal Medicine,AL,770,3123,212493.98,47
1790436639,Pulmonology,NH,207,481,90685.37,22
1200405760,Plastic Surgery,KY,374,1725,329027.81,30
1147427771,Urology,VT,241,938,139381.69,15
1625649719,Vascular Surgery,IN,310,1582,102852.2,47
1725861788,Emergency Medicine,OR,442,884,136539.87,37
1908879120,Otolaryngology,OK,184,385,24881.27,16
1816506411,Internal Medicine,IL,388,1892,161071.51,32
1886451710,Psychiatry,IL,207,557,52497.25,18
1810453382,Otolaryngology,IA,168,354,56237.0,28
1493679292,Nephrology,WI,253,1245,142892.86,19
1995092299,Cardiothoracic Surgery,HI,171,568,43001.16,17
1672336241,Psychiatry,UT,315,749,123332.31,28
1178611890,Pediatrics,NE,155,545,84449.46,25
1385765752,Infectious Disease,ND,384,1955,253426.4,36
1586464277,Psychiatry,RI,372,1603,131988.04,43
1556218214,Psychiatry,SC,327,973,86630.37,28
1887497711,Plastic Surgery,WY,110,295,27827.39,49
1599148625,Oral Surgery,CO,397,954,147085.47,18
1346679107,Family Medicine,VT,573,3050,204272.94,60
1523706090,Oral Surgery,TN,397,1783,307577.58,18
1656149338,Psychiatry,OH,218,1045,89945.7,18
1645907499,Neurosurgery,RI,189,963,83033.91,50
1189730334,Obstetrics and Gynecology,ND,375,872,77757.14,50
1246222107,Vascular Surgery,ID,122,426,75630.66,28
1250015073,Plastic Surgery,IA,145,552,79336.76,19
1553250483,Family Medicine,SD,579,1320,216507.64,59
1276775091,Rheumatology,LA,272,572,239048.98,16
1932476600,Rheumatology,VT,112,562,226531.81,20
1446278097,Psychiatry,WI,399,911,139559.24,45
1964762970,Orthopedics,NH,375,1599,93680.83,16
1872262401,Pediatrics,MN,260,864,58124.42,47
1793215275,Surgery,WI,124,361,22654.94,24
1744619070,Rheumatology,OR,376,1379,443898.32,19
1261681093,Psychiatry,WI,247,927,155964.49,35
1507426246,Urology,AZ,359,1264,68177.26,18
1103001741,Rheumatology,KY,225,747,278506.83,20
1488121954,Family Medicine,ND,440,1696,187878.64,66
1232008323,Emergency Medicine,NE,376,1801,228281.05,35
1496818788,Rheumatology,AR,287,885,185480.5,39
1883401703,Dermatology,OK,120,502,44686.15,28
1358116644,Ophthalmology,RI,385,1389,194964.35,16
1929322190,Endocrinology,WY,369,976,58244.93,32
1961134201,Dermatology,DE,300,865,146927.07,50
1668320415,Family Medicine,AL,433,1814,161081.83,71
1290530192,Gastroenterology,NM,355,1803,157496.2,27
1505968811,Infectious Disease,WI,196,754,44957.17,32
1360089469,Pediatrics,UT,133,331,36414.1,33
1879525408,Psychiatry,ND,392,1669,250428.18,34
1537701423,Surgery,HI,55,156,17623.31,23
1495412423,Family Medicine,WA,732,2817,231222.59,49
1935687722,Internal Medicine,CO,536,2710,469658.01,48
1778210041,Pathology,HI,281,1492,158226.22,14
1145439893,Psychiatry,MT,217,981,103355.36,49
1833562590,Psychiatry,ME,198,1060,197917.84,16
1817972904,Neurology,NM,293,901,384936.77,33
1650808238,Pulmonology,ND,358,1864,99488.76,29
1884669128,Orthopedics,MS,223,880,110128.02,26
1991651992,Internal Medicine,MI,671,3625,434464.97,74
1166067421,Rheumatology,VT,274,584,227987.53,18
1412862865,Emergency Medicine,IN,769,2119,414179.28,37
1308659087,Vascular Surgery,ND,231,936,170840.63,22
1523827368,Family Medicine,IA,713,1778,116150.25,36
1863758499,Endocrinology,NJ,369,1340,243597.9,22
1684521339,Dermatology,RI,201,571,54554.01,27
1628904885,Radiology,FL,307,1306,261091.0,6
1536633815,Neurosurgery,AZ,69,368,69080.8,47
1633291486,Physical Medicine,MA,299,697,135295.36,41
1936351832,Gastroenterology,WA,368,1884,97215.89,26
1324093733,Vascular Surgery,AK,115,465,46587.55,41
1220274791,Gastroenterology,FL,368,1926,166903.07,39
1458470811,Urology,SD,354,1034,95693.99,22
1878224060,Oral Surgery,NE,101,513,77985.29,40
1495034822,Endocrinology,MN,168,856,52590.75,19
1968134885,Orthopedics,ND,394,1183,154836.24,29
1348409642,Pathology,ND,344,1100,59352.06,9
1912308435,Ophthalmology,IL,187,907,96872.39,28
1751297789,Endocrinology,NC,175,395,46489.05,36
1462596911,Ophthalmology,CA,147,425,36635.89,33
1239642759,Oncology,OH,308,1630,268947.89,38
1776970557,Cardiology,WY,272,770,146560.91,42
1567476314,Plastic Surgery,WV,123,469,30202.57,23
1557968054,Physical Medicine,AK,121,641,116164.82,18
1658621226,Cardiothoracic Surgery,IN,142,478,87321.49,20
1978505819,Neurosurgery,WI,56,187,28561.67,19
1444003485,Family Medicine,IN,351,1872,309140.57,46
1465644957,Anesthesiology,AR,320,1210,93787.81,23
1216794851,Urology,SD,348,1213,162791.43,24
1766985517,Radiology,ND,235,708,137684.31,8
1359953022,Surgery,OK,51,243,48058.6,27
1467873912,Surgery,KS,172,863,161302.16,48
1246560683,Ophthalmology,AZ,208,586,84168.03,22
1157338177,Orthopedics,TX,289,1034,159334.31,18
1644816038,Anesthesiology,OR,397,1777,302966.02,14
1716421753,Psychiatry,AK,331,1811,248894.54,25
1532562328,Physical Medicine,RI,393,1644,236562.34,39
1938075564,Rheumatology,ME,382,1622,674465.11,44
1196265979,Cardiothoracic Surgery,ND,125,313,52436.77,39
1783734099,Pulmonology,KS,175,552,36123.76,16
1929250274,Oncology,MD,391,1628,799671.66,27
1288037595,Cardiothoracic Surgery,IL,77,203,33911.2,29
1416143580,Physical Medicine,GA,320,1092,146303.23,18
1537892427,Endocrinology,VT,111,606,73293.66,40
1787451903,Orthopedics,NJ,313,1691,92291.48,43
1286739407,Family Medicine,IN,458,1816,361754.07,44
1658339066,Endocrinology,IA,266,1155,162115.82,38
1798135755,Emergency Medicine,ND,370,1591,213469.23,16
1997617294,Vascular Surgery,ME,101,519,100687.6,22
1252961256,Cardiothoracic Surgery,VT,194,802,81163.17,50
1963916845,Neurosurgery,GA,153,622,64568.78,24
1566160259,Rheumatology,LA,147,697,197844.75,39
1470137519,Ophthalmology,SD,137,716,83648.46,50
1617467401,Plastic Surgery,NV,150,652,99658.63,24
1923013449,Radiology,ND,260,1040,204953.96,8
1370508353,Vascular Surgery,IL,236,801,57946.59,34
1646568148,Internal Medicine,SD,760,1627,88538.27,40
1613696693,Physical Medicine,IA,100,202,35921.89,42
1744666473,Pathology,MO,132,725,48950.25,17
1641057786,Radiology,CA,141,611,105181.86,15
1984291393,Vascular Surgery,AK,124,658,69931.4,18
1757202600,Nephrology,LA,141,426,60057.5,35
1158329452,Otolaryngology,NE,190,953,122242.41,43
1789420865,Ophthalmology,SD,173,376,53625.64,32
1390040763,Cardiology,NY,325,1153,106335.59,25
1162472440,Infectious Disease,NH,171,776,127609.28,41
1820903200,Pediatrics,RI,170,545,72659.22,20
1900864316,Neurosurgery,NY,171,894,168486.38,25
1707116575,Infectious Disease,RI,134,628,56226.02,40
1662620786,Rheumatology,OH,234,523,114193.9,27
1587335376,Emergency Medicine,CO,779,1919,364049.64,37
1867638331,Oral Surgery,HI,203,650,126198.89,21
1601644438,Gastroenterology,CO,337,686,121718.23,25
1828032070,Orthopedics,CO,183,366,24482.84,42
1355521543,Vascular Surgery,NC,262,645,80213.63,37
1503706644,Orthopedics,IL,211,752,138149.98,49
1418609432,Surgery,KY,62,281,21160.43,35
1151309430,Pediatrics,MT,250,946,185379.85,21
1562954251,Internal Medicine,ME,327,924,74597.8,46
1993353653,Orthopedics,MT,340,1315,248735.66,44
1895552988,Plastic Surgery,NY,362,939,73239.42,15
1995455432,Psychiatry,SD,147,745,137184.25,49
1988331077,Psychiatry,CT,199,579,109771.35,41
1284275160,Pulmonology,OH,274,1252,154867.24,43
1351110105,Physical Medicine,NV,218,1103,144387.1,22
1653299501,Psychiatry,OH,263,901,90794.39,43
1893264863,Cardiology,NY,378,1707,195115.87,22
1587021077,Urology,VT,131,446,85065.2,30
1534956373,Oncology,WY,175,876,136140.6,15
1503852374,Gastroenterology,GA,143,615,46519.24,29
1775571436,Anesthesiology,MA,181,416,45345.46,16
1115925900,Physical Medicine,MI,376,2053,391217.25,31
1534795306,Pulmonology,GA,137,524,86729.09,26
1178118235,Pulmonology,FL,267,1064,207839.08,17
1698639425,Pulmonology,OH,237,669,96011.9,49
1410101026,Plastic Surgery,OH,108,576,39761.92,17
1455281449,Plastic Surgery,AZ,217,937,123067.78,31
1644774970,Surgery,TN,83,252,35491.59,47
1694359978,Nephrology,CA,143,427,50291.87,49
1644961452,Otolaryngology,WI,118,523,60778.27,37
1292245204,Emergency Medicine,OH,505,1801,219074.03,49
1925822676,Rheumatology,ID,113,595,183380.34,39
1937784833,Neurology,SC,132,596,227846.19,44
1631392957,Endocrinology,OH,352,1177,85317.86,42
1643104518,Urology,VA,178,877,60884.08,48
1719338877,Radiology,NY,119,567,73608.56,21
1100702897,Pathology,TN,195,855,144375.97,16
1155697152,Infectious Disease,LA,115,497,89543.56,39
1509030342,Family Medicine,SC,469,2063,279286.92,31
1822640320,Orthopedics,HI,243,1251,95558.99,36
1502147783,Internal Medicine,KY,393,2071,225689.31,67
1523126224,Radiology,FL,280,1369,193998.41,10
1785370712,Emergency Medicine,SD,787,1940,252016.6,32
1947756854,Pathology,IA,199,778,144107.14,23
1210705588,Obstetrics and Gynecology,MT,184,535,81678.66,35
1300362150,Gastroenterology,WI,272,1231,233673.55,26
1468669978,Pathology,HI,394,1024,196515.54,12
1845818581,Emergency Medicine,MI,571,2356,360387.0,21
1340038911,Neurosurgery,NC,77,304,33039.6,38
1127551431,Nephrology,NY,365,1065,114958.08,50
1448296458,Cardiology,SC,264,1226,203455.3,33
1985688820,Internal Medicine,IA,303,811,116961.74,37
1825233908,Cardiothoracic Surgery,NC,197,445,77812.51,45
1743172472,Urology,HI,124,334,58434.53,36
1724893002,Emergency Medicine,LA,706,1505,264555.56,28
1523624169,Surgery,CO,133,402,26583.61,35
1317214952,Orthopedics,IN,188,616,112675.54,41
1610946095,Family Medicine,ND,349,988,112570.26,50
1149168968,Cardiology,SC,236,1258,91145.84,21
1404383047,Physical Medicine,CO,118,556,42588.88,39
1761122988,Oncology,DE,368,1345,230062.0,23
1913643760,Urology,AL,239,779,66410.91,47
1665629037,Gastroenterology,WY,278,947,173800.82,36
1698510766,Plastic Surgery,WY,319,1102,213051.76,47
1546153330,Plastic Surgery,WI,330,1282,117855.17,25
1248411584,Urology,VA,272,1029,203199.81,32
1681269558,Nephrology,MI,316,1698,287794.64,35
1945687419,Infectious Disease,SC,247,647,44859.44,22
1189096814,Plastic Surgery,VT,319,1738,93520.67,15
1142307777,Dermatology,GA,257,849,101054.33,29
1178112745,Emergency Medicine,FL,629,3189,581873.26,22
1958254837,Obstetrics and Gynecology,MA,135,368,36283.51,45
1136280985,Oncology,IN,317,1250,267190.2,21
1404845486,Surgery,ME,183,702,75437.01,46
1254696542,Urology,VT,213,741,136959.26,43
1872407753,Surgery,TN,155,391,19923.33,38
1653314213,Family Medicine,VA,385,2008,187119.48,34
1664603155,Radiology,ID,378,1824,120163.62,9
1304465908,Vascular Surgery,CA,164,442,31595.0,15
1773141595,Surgery,SC,73,161,25879.86,20
1657906157,Emergency Medicine,NE,434,1611,129836.22,50
1597342279,Anesthesiology,AK,372,958,115677.65,21
1858240718,Neurology,TX,333,872,185939.02,37
1615481523,Otolaryngology,MA,233,1075,112313.97,32
1619512107,Pediatrics,MO,179,898,171805.95,35
1252949979,Endocrinology,CO,361,1753,312440.48,44
1510612598,Cardiothoracic Surgery,TX,191,543,35478.26,18
1689885924,Neurosurgery,ID,162,868,127433.72,26
1167991414,Otolaryngology,UT,210,565,94966.19,28
1706110978,Nephrology,PA,195,1042,196847.42,35
1295194735,Psychiatry,GA,395,2110,393401.54,28
1895636867,Ophthalmology,HI,151,689,148754.07,19
1787578647,Surgery,KS,191,750,64101.16,25
1449076166,Nephrology,MS,225,1071,191018.04,49
1318169853,Obstetrics and Gynecology,OK,257,753,51447.58,44
1891471133,Family Medicine,NY,412,1056,115064.16,45
1121002727,Pulmonology,MI,233,1171,160007.01,46
1756284791,Infectious Disease,WA,159,418,48916.04,43
1102886304,Psychiatry,OR,189,669,49715.69,36
1364665923,Rheumatology,RI,339,1579,740128.17,22
1330035435,Urology,VA,267,663,127750.42,48
1360948471,Pediatrics,GA,114,552,89927.62,21
1244650517,Plastic Surgery,MS,303,1379,219145.71,18
1688388486,Radiology,ID,119,605,54327.02,22
1625001157,Endocrinology,UT,338,1289,162268.74,43
1475071892,Rheumatology,IN,290,1257,345772.41,30
1784432173,Gastroenterology,MT,131,628,118303.97,17
1316890695,Cardiology,LA,254,718,77671.57,20
1974748176,Pulmonology,OR,264,629,37715.64,25
1325540988,Neurosurgery,WA,196,1008,181579.98,16
1936385646,Pediatrics,TN,395,1021,192998.88,37
1812973558,Cardiology,CO,255,687,62913.83,47
1307072487,Dermatology,SC,200,1038,184777.87,45
1188742421,Radiology,UT,355,825,160967.56,9
1527155442,Dermatology,SD,177,807,80413.62,25
1226786584,Neurosurgery,UT,167,573,93341.11,23
1157448904,Orthopedics,RI,145,348,37370.78,21
1239052227,Oral Surgery,ID,121,293,46367.43,43
1246014686,Family Medicine,MI,638,2934,379581.21,58
1367011518,Radiology,SC,209,445,60423.25,18
1508326415,Obstetrics and Gynecology,IN,374,765,58771.62,34
1933920254,Oncology,CT,176,822,204444.34,21
1196744637,Surgery,AK,192,843,121225.3,23
1462018091,Neurosurgery,AL,197,852,168097.53,24
1740297226,Surgery,MO,82,168,29145.6,27
1852291107,Neurosurgery,MS,139,629,110670.61,19
1970229749,Family Medicine,WV,635,1272,241177.7,75
1816132706,Pulmonology,RI,276,675,104074.26,46
1984219571,Cardiology,WY,149,417,49231.08,24
1395775004,Radiology,NV,283,1110,145349.95,17
1429579854,Physical Medicine,FL,208,1032,91748.5,19
1897409429,Physical Medicine,GA,113,281,34360.08,18
1553612745,Orthopedics,MS,182,669,89397.98,32
1164756261,Psychiatry,RI,131,465,73577.94,20
1563020978,Ophthalmology,PA,111,382,39001.4,33
1670207584,Nephrology,CT,275,857,165347.15,25
1988808735,Cardiothoracic Surgery,UT,51,141,22073.52,33
1134770964,Emergency Medicine,AR,363,747,78045.08,40
1632991518,Pulmonology,WY,331,1088,200144.54,34
1768840667,Neurology,MS,326,1325,559723.88,37
1499399531,Surgery,NV,94,499,43758.4,21
1246951403,Vascular Surgery,KY,336,1182,78702.33,50
1163778626,Physical Medicine,DE,363,881,71434.05,41
1694684773,Emergency Medicine,CT,530,1799,295965.43,20
1625042799,Psychiatry,NV,364,782,40640.03,21
1972239317,Family Medicine,TX,487,1737,125445.83,31
1872871438,Orthopedics,MI,131,474,37599.04,17
1538716769,Otolaryngology,CT,226,494,77505.23,36
1185585358,Dermatology,ME,284,1532,370990.46,46
1422376563,Radiology,MT,189,453,36005.82,5
1706805016,Ophthalmology,ID,278,1073,182174.79,37
1579769138,Ophthalmology,VA,319,1303,214147.53,28
1229381992,Gastroenterology,AL,270,728,109678.74,27
1751721227,Pathology,HI,325,1698,298422.83,17
1569019932,Vascular Surgery,GA,140,453,27003.87,30
1991949861,Pediatrics,VT,343,708,41515.09,32
1532701137,Ophthalmology,NV,151,466,63448.88,16
1910778211,Neurology,DE,125,445,142390.56,44
1233491252,Oral Surgery,KY,119,246,36473.31,30
1683984539,Physical Medicine,OK,134,652,87653.65,32
1716509119,Cardiology,MA,227,984,153660.79,35
1942305034,Psychiatry,AZ,230,951,119136.91,34
1794264349,Vascular Surgery,RI,354,1859,203095.81,48
1629166199,Nephrology,IA,133,358,49600.03,22
1973666467,Ophthalmology,MO,384,1775,172795.22,39
1206919738,Pediatrics,IN,348,1045,59947.08,45
1713125807,Internal Medicine,KS,419,2056,337860.97,57
1296511221,Radiology,WV,363,1576,219486.69,23
1710381992,Oral Surgery,DE,328,1582,94998.05,31
1277320652,Cardiothoracic Surgery,NV,85,177,21255.98,47
1594717731,Vascular Surgery,OH,187,443,49443.8,25
1809481296,Rheumatology,TX,114,479,182572.79,31
1202089278,Neurosurgery,OH,71,200,30530.38,47
1739385278,Oncology,WY,399,1424,286668.38,22
1189658290,Otolaryngology,AK,375,1411,194925.57,33
1810265553,Oncology,AK,136,733,348047.83,31
1426540001,Gastroenterology,FL,182,846,99568.87,37
1660435567,Oncology,WV,219,875,266108.29,47
1501363926,Otolaryngology,AL,376,979,168173.15,31
1679922568,Dermatology,NE,342,1067,206271.68,26
1302845227,Pathology,OR,143,435,48060.73,25
1817242090,Neurology,HI,361,1847,712977.39,32
1949827238,Psychiatry,RI,316,1251,157254.46,44
1879757156,Physical Medicine,MT,396,2099,315986.45,45
1813591018,Nephrology,AR,236,507,52320.47,22
1377724867,Cardiothoracic Surgery,CO,198,689,71098.95,17
1630810146,Cardiothoracic Surgery,OK,113,296,27414.82,50
1699349393,Emergency Medicine,MI,670,2224,146898.16,44
1723880239,Plastic Surgery,TX,303,798,116507.84,41
1853778605,Nephrology,ME,292,976,85203.08,31
1756919472,Ophthalmology,AK,236,846,112608.46,19
1576683849,Cardiology,GA,387,1231,132812.94,25
1481791843,Pulmonology,WI,224,1095,121539.13,49
1687027434,Pediatrics,AL,357,1923,373106.45,29
1385527518,Gastroenterology,MT,372,1651,139002.33,17
1568052911,Pediatrics,KY,302,1110,220434.1,48
1578002282,Endocrinology,OR,134,467,67007.9,19
1195758283,Surgery,CA,104,571,38223.84,30
1484128039,Rheumatology,WI,183,1005,457874.46,41
1215921670,Emergency Medicine,IN,543,2453,451760.11,36
1300339143,Emergency Medicine,AZ,770,2225,296913.05,21
1530149880,Obstetrics and Gynecology,WY,111,575,59827.27,32
1905817961,Surgery,NY,87,253,36037.81,42
1441324993,Nephrology,AZ,198,879,80024.17,41
1531713735,Neurosurgery,CA,170,789,96759.76,19
1929358041,Oncology,FL,232,946,331697.97,49
1776980179,Dermatology,OH,377,2016,411289.36,40
1595773511,Vascular Surgery,OK,174,407,25210.77,32
1544206424,Oncology,CT,215,1061,390333.02,40
1772795996,Pathology,KY,379,1318,197008.3,24
1964111282,Oral Surgery,KS,397,1344,191898.69,43
1434594896,Oral Surgery,NC,295,1175,180131.46,20
1451464283,Obstetrics and Gynecology,PA,233,1264,215558.63,18
1218805217,Orthopedics,SC,169,765,116225.27,18
1838146636,Physical Medicine,NM,284,812,153721.55,17
1477163672,Orthopedics,CA,342,778,118578.8,18
1343813723,Vascular Surgery,RI,375,1737,231517.62,40
1322416531,Ophthalmology,MA,227,780,156460.69,23
1207383106,Oncology,PA,233,733,263750.15,39
1621310390,Cardiology,AR,112,456,67350.79,34
1966502737,Pediatrics,MD,371,2003,175327.92,18
1414947114,Oral Surgery,MO,292,1281,116693.66,50
1758622998,Ophthalmology,NV,354,1216,164851.49,42
1381460807,Psychiatry,AL,259,803,144360.74,46
1912034755,Otolaryngology,MI,375,1921,260644.2,34
1924639504,Obstetrics and Gynecology,IA,198,937,160029.94,16
1556502904,Pediatrics,KS,289,839,92848.34,39
1941039537,Pediatrics,SD,194,911,91533.73,33
1158188648,Orthopedics,MT,271,1114,113687.62,18
1109831282,Infectious Disease,UT,317,811,63266.68,26
1263376073,Surgery,ID,165,577,105131.21,45
1433521676,Pathology,FL,261,1082,117420.29,8
1184895487,Psychiatry,LA,151,350,65312.74,47
1975406144,Internal Medicine,OH,708,2697,291914.49,33
1106570528,Physical Medicine,OH,107,254,35133.66,40
1616684946,Infectious Disease,NY,386,944,171046.02,26
1720450519,Endocrinology,MN,327,1719,317309.88,32
1579012732,Pediatrics,VA,309,1475,262419.12,42
1181754369,Pediatrics,WA,156,814,47228.84,48
1369754569,Emergency Medicine,WV,688,3505,355135.53,42
1471213195,Infectious Disease,PA,297,1494,193986.18,44
1694968538,Anesthesiology,SD,186,611,54812.24,21
1287720595,Surgery,FL,81,352,54281.01,29
1640588944,Obstetrics and Gynecology,KY,285,1364,268697.41,32
1150625936,Dermatology,UT,319,922,176083.2,33
1800301972,Otolaryngology,MI,174,877,155076.83,19
1219618771,Pediatrics,IL,178,938,185450.88,33
1926513766,Gastroenterology,SC,351,1540,220402.5,20
1583989254,Otolaryngology,WY,303,1416,122391.15,33
1792633163,Nephrology,UT,185,686,37459.55,50
1678635128,Pathology,UT,186,905,167118.1,16
1866884424,Cardiology,TN,377,834,147634.04,39
1365147627,Vascular Surgery,AZ,230,724,105198.1,17
1515122551,Endocrinology,IA,266,1201,150672.89,24
1386437094,Endocrinology,IA,269,1336,243371.75,15
1138401215,Neurosurgery,VT,76,288,45294.71,40
1573027930,Urology,NC,246,934,56081.22,42
1470806406,Psychiatry,LA,230,664,99934.58,38
1380947516,Internal Medicine,NV,327,1599,130382.3,64
1488299146,Infectious Disease,CA,343,1409,116406.51,50
1215054804,Cardiology,TN,264,750,104522.6,24
1676203014,Otolaryngology,NC,362,1561,282728.35,39
1963186550,Endocrinology,OR,396,1381,190507.4,47
